Date,1,2,3,4,5,6,7,8,9
2021-09-21,0,1,1,2,21,2,6,6,2
2021-09-22,1,1,1,9,10,0,10,8,4
2021-09-23,0,5,2,4,52,3,36,10,0
2021-09-24,3,15,10,6,14,4,14,7,6
2021-09-25,2,2,9,6,11,1,11,3,1
2021-09-26,5,0,1,8,9,1,1,4,1
2021-09-27,0,0,0,17,41,9,55,15,7
2021-09-28,0,5,2,1,21,3,19,5,0
2021-09-29,0,1,3,9,34,8,5,18,8
2021-09-30,6,12,14,51,45,20,75,58,27
2021-10-01,12,14,9,7,32,5,29,14,19
2021-10-02,1,2,12,3,4,1,10,7,0
2021-10-03,1,0,2,0,14,0,7,8,8
2021-10-04,0,5,17,20,17,3,3,2,2
2021-10-05,0,1,5,1,44,17,19,34,8
2021-10-06,0,6,10,3,35,5,22,9,3
2021-10-07,0,1,6,6,5,0,7,1,3
2021-10-08,0,0,4,0,24,4,7,8,3
2021-10-09,9,8,1,3,5,9,0,0,0
2021-10-10,0,0,5,2,8,3,7,3,1
2021-10-11,0,3,2,12,20,3,13,8,6
2021-10-12,0,1,19,18,111,7,22,23,25
2021-10-13,0,0,3,14,11,1,3,2,3
2021-10-14,0,1,17,9,27,6,33,23,6
2021-10-15,0,9,4,5,5,4,22,12,3
2021-10-16,0,0,0,0,2,1,1,0,0
2021-10-17,0,1,2,2,5,0,3,11,0
2021-10-18,1,0,7,2,20,5,15,1,8
2021-10-19,0,3,9,0,14,0,7,12,4
2021-10-20,0,2,2,3,31,12,17,4,0
2021-10-21,0,1,5,18,19,9,24,6,2
2021-10-22,4,3,0,1,15,1,10,2,0
2021-10-23,0,3,3,0,5,9,2,1,0
2021-10-24,0,5,0,14,49,2,31,12,20
2021-10-25,7,2,0,6,28,13,15,16,2
2021-10-26,0,0,4,6,14,0,0,0,0
2021-10-27,0,6,6,19,20,9,14,11,0
2021-10-28,0,6,4,1,16,0,13,13,5
2021-10-29,1,3,0,4,18,0,8,4,0
2021-10-30,0,2,3,0,2,2,4,1,0
2021-10-31,0,0,0,0,8,3,5,2,2
2021-11-01,0,0,12,21,13,2,12,6,0
2021-11-02,0,0,0,1,8,4,2,8,2
2021-11-03,6,6,2,10,30,4,5,7,20
2021-11-04,1,4,6,20,12,5,16,6,0
2021-11-05,0,0,0,7,3,1,12,3,2
2021-11-06,0,0,0,0,0,0,0,0,0
2021-11-07,0,0,1,9,21,0,8,1,0
2021-11-08,0,0,0,4,15,3,5,1,7
2021-11-09,0,4,7,3,40,6,28,20,4
2021-11-10,0,3,8,11,9,1,12,3,0
2021-11-11,0,0,3,2,25,4,24,0,1
2021-11-12,0,1,3,0,13,9,6,19,2
2021-11-13,0,1,1,0,6,1,2,4,0
2021-11-14,0,0,0,2,2,1,7,6,0
2021-11-15,4,4,5,21,36,4,26,5,2
2021-11-16,0,0,0,9,50,10,39,4,5
2021-11-17,0,1,3,1,22,15,7,12,3
2021-11-18,0,2,1,0,12,11,31,9,5
2021-11-19,0,1,4,4,25,1,16,6,0
2021-11-20,0,2,0,0,1,0,4,4,0
2021-11-21,0,4,0,0,29,0,5,6,4
2021-11-22,0,0,0,2,11,0,7,4,2
2021-11-23,0,0,10,13,49,20,33,19,6
2021-11-24,0,2,0,3,31,2,14,13,9
2021-11-25,0,3,1,1,25,12,8,6,2
2021-11-26,0,0,5,1,33,0,18,13,1
2021-11-27,0,1,1,5,4,4,12,4,3
2021-11-28,0,0,0,1,8,5,3,0,0
2021-11-29,3,0,4,13,33,6,28,12,1
2021-11-30,0,11,16,12,22,4,14,7,5
2021-12-01,0,4,1,6,17,11,23,8,1
2021-12-02,1,5,2,4,23,10,13,15,6
2021-12-03,0,9,0,6,19,2,19,4,1
2021-12-04,0,2,0,0,2,0,6,6,2
2021-12-05,0,6,8,13,57,0,30,24,4
2021-12-06,8,5,6,7,6,0,6,13,2
2021-12-07,3,1,4,8,22,3,26,13,8
2021-12-08,0,0,1,1,13,7,13,14,17
2021-12-09,2,0,1,0,27,8,22,6,0
2021-12-10,1,1,3,13,9,1,3,10,3
2021-12-11,0,2,0,0,16,2,11,4,0
2021-12-12,0,1,1,2,12,3,11,4,0
2021-12-13,0,10,4,9,42,12,9,7,2
2021-12-14,1,2,0,13,38,4,24,11,4
2021-12-15,0,0,0,2,12,0,7,10,3
2021-12-16,0,4,1,4,29,2,14,11,0
2021-12-17,0,0,0,8,8,5,19,6,4
2021-12-18,0,3,3,0,14,4,3,3,0
2021-12-19,1,0,3,3,3,2,3,0,5
2021-12-20,0,9,15,12,32,4,21,11,2
2021-12-21,0,4,0,4,11,4,7,5,0
2021-12-22,0,0,26,16,32,1,12,8,0
2021-12-23,0,7,3,7,4,0,11,7,4
2021-12-24,0,1,2,8,8,1,8,14,0
2021-12-25,0,0,6,0,1,4,1,0,1
2021-12-26,0,0,1,4,42,3,18,31,1
2021-12-27,0,2,8,7,59,10,22,9,13
2021-12-28,2,3,11,18,37,2,38,6,11
2021-12-29,12,14,13,11,45,0,18,10,10
2021-12-30,0,0,1,0,22,11,10,7,0
2021-12-31,0,0,0,0,15,0,9,2,0
2022-01-01,0,2,0,4,0,0,2,0,0
2022-01-02,3,0,8,1,15,0,3,6,11
2022-01-03,0,3,4,3,25,7,5,15,6
2022-01-04,2,0,9,16,24,4,16,5,13
2022-01-05,0,5,0,5,19,1,7,10,3
2022-01-06,0,4,4,3,43,6,19,12,14
2022-01-07,0,0,0,1,10,0,5,3,5
2022-01-08,0,0,4,3,5,6,11,5,0
2022-01-09,1,9,1,0,8,0,0,5,3
2022-01-10,0,8,9,16,30,8,32,18,1
2022-01-11,0,2,0,4,20,5,26,10,3
2022-01-12,0,0,5,3,26,17,24,11,3
2022-01-13,6,1,8,6,9,3,26,19,7
2022-01-14,4,7,8,4,26,8,14,14,1
2022-01-15,0,0,0,0,5,0,2,1,0
2022-01-16,0,2,14,6,12,9,2,8,5
2022-01-17,0,1,9,10,6,10,8,3,10
2022-01-18,0,6,11,20,27,0,20,5,7
2022-01-19,0,1,8,15,36,8,14,10,0
2022-01-20,0,18,27,9,55,2,69,10,0
2022-01-21,0,4,10,10,68,13,45,14,16
2022-01-22,1,0,4,10,13,4,16,19,2
2022-01-23,0,0,8,1,22,14,13,0,15
2022-01-24,1,8,9,10,33,2,22,10,5
2022-01-25,0,1,1,1,21,5,31,28,0
2022-01-26,0,6,10,15,53,16,34,11,1
2022-01-27,2,4,5,8,18,4,21,10,5
2022-01-28,0,4,0,20,46,0,34,15,1
2022-01-29,0,6,0,5,19,23,12,19,3
2022-01-30,0,1,0,0,1,0,1,2,0
2022-01-31,0,4,1,2,23,0,2,3,0
2022-02-01,0,9,27,4,30,15,41,35,22
2022-02-02,0,5,3,3,28,2,15,7,4
2022-02-03,0,1,5,10,26,9,16,0,1
2022-02-04,7,7,12,11,35,11,26,10,13
2022-02-05,0,0,0,0,0,0,0,1,0
2022-02-06,0,0,12,3,6,7,1,2,2
2022-02-07,0,2,0,8,11,8,10,9,7
2022-02-08,0,4,13,7,77,0,46,15,4
2022-02-09,0,8,5,10,43,14,15,17,0
2022-02-10,0,3,1,8,49,18,40,7,2
2022-02-11,0,1,17,5,55,13,12,4,3
2022-02-12,0,1,3,1,7,6,10,2,4
2022-02-13,0,1,0,9,10,2,10,6,3
2022-02-14,4,7,0,12,16,9,19,15,0
2022-02-15,1,4,8,4,39,5,10,15,18
2022-02-16,0,0,6,12,36,4,15,5,14
2022-02-17,6,11,7,7,16,9,26,10,7
2022-02-18,0,1,0,4,9,0,12,10,8
2022-02-19,0,0,2,2,1,1,0,2,1
2022-02-20,0,3,3,7,13,3,11,16,0
2022-02-21,1,0,6,0,13,3,18,7,2
2022-02-22,1,1,5,16,52,15,30,2,8
2022-02-23,0,1,2,4,12,0,16,8,3
2022-02-24,6,0,8,5,32,2,13,11,2
2022-02-25,2,5,5,13,38,13,13,8,0
2022-02-26,0,0,1,1,4,1,7,4,1
2022-02-27,1,0,0,10,4,10,8,0,4
2022-02-28,0,0,1,2,12,8,14,7,0
2022-03-01,1,0,1,5,25,3,9,7,0
2022-03-02,3,1,20,1,15,1,44,5,2
2022-03-03,0,0,3,0,41,6,19,16,0
2022-03-04,0,12,5,10,30,12,22,18,5
2022-03-05,1,2,7,8,4,0,3,0,0
2022-03-06,0,6,10,6,35,10,18,9,12
2022-03-07,1,6,14,10,32,14,16,28,8
2022-03-08,12,0,12,11,19,9,39,22,9
2022-03-09,2,4,7,2,44,14,24,15,13
2022-03-10,0,6,5,16,35,2,7,6,6
2022-03-11,0,2,1,0,22,5,15,9,2
2022-03-12,0,0,0,0,0,0,7,1,0
2022-03-13,0,7,0,1,8,15,11,6,0
2022-03-14,0,7,16,5,57,2,15,11,4
2022-03-15,1,9,8,0,21,7,22,10,3
2022-03-16,3,12,4,1,19,3,6,2,0
2022-03-17,1,0,0,12,31,7,19,5,1
2022-03-18,0,0,8,18,39,2,28,20,1
2022-03-19,0,4,0,0,15,1,3,1,1
2022-03-20,0,0,1,7,9,2,11,3,0
2022-03-21,3,0,6,10,31,8,7,6,4
2022-03-22,0,6,6,9,16,3,23,4,2
2022-03-23,0,3,1,11,21,13,30,9,3
2022-03-24,0,0,5,4,23,6,11,11,0
2022-03-25,0,4,3,13,70,18,10,4,0
2022-03-26,0,0,0,4,0,0,0,0,0
2022-03-27,0,0,0,3,13,5,5,21,0
2022-03-28,0,5,3,3,63,19,43,52,17
2022-03-29,2,2,0,3,12,7,12,8,4
2022-03-30,5,0,6,4,5,0,15,0,0
2022-03-31,0,1,4,1,41,0,7,7,0
2022-04-01,0,3,7,3,24,9,15,7,9
2022-04-02,0,0,0,1,15,4,3,3,0
2022-04-03,0,0,5,8,5,4,12,8,0
2022-04-04,0,12,20,20,93,10,28,17,6
2022-04-05,0,4,5,1,22,5,11,1,0
2022-04-06,6,8,0,3,25,5,16,13,1
2022-04-07,0,0,10,4,37,9,16,8,2
2022-04-08,0,2,4,3,32,11,14,6,4
2022-04-09,0,0,0,0,0,0,0,0,0
2022-04-10,0,7,0,8,11,0,8,2,0
2022-04-11,0,6,1,0,32,0,19,9,4
2022-04-12,0,0,1,0,13,14,12,8,5
2022-04-13,0,10,0,1,36,6,10,1,18
2022-04-14,6,4,3,10,26,1,26,7,5
2022-04-15,0,3,3,7,31,8,35,28,21
2022-04-16,0,5,4,0,12,5,17,0,0
2022-04-17,0,0,0,0,9,2,5,9,6
2022-04-18,0,0,8,9,16,4,17,5,0
2022-04-19,0,4,1,1,24,12,24,7,0
2022-04-20,0,4,2,3,22,0,9,5,3
2022-04-21,0,0,1,0,19,7,10,15,0
2022-04-22,0,2,2,6,30,1,24,17,4
2022-04-23,0,0,0,0,13,2,10,31,10
2022-04-24,0,1,4,2,51,2,16,4,0
2022-04-25,1,0,2,9,57,6,23,22,6
2022-04-26,0,1,1,3,24,7,15,10,6
2022-04-27,0,4,2,13,30,3,34,20,8
2022-04-28,0,2,0,1,18,2,14,18,4
2022-04-29,0,0,9,4,25,4,20,5,3
2022-04-30,0,3,8,0,42,4,42,14,4
2022-05-01,0,0,8,1,27,0,5,9,4
2022-05-02,0,4,6,7,22,7,46,14,1
2022-05-03,0,12,3,6,23,6,15,13,0
2022-05-04,0,1,6,5,34,10,10,4,4
2022-05-05,0,5,1,13,12,1,12,5,3
2022-05-06,3,3,5,4,62,3,12,4,0
2022-05-07,0,7,6,0,17,2,7,1,0
2022-05-08,0,0,0,1,12,4,15,4,5
2022-05-09,0,0,4,8,56,6,10,5,5
2022-05-10,0,7,8,8,39,6,37,17,0
2022-05-11,0,0,0,10,42,1,27,20,9
2022-05-12,0,17,1,4,60,22,29,14,6
2022-05-13,0,0,3,0,15,1,9,9,0
2022-05-14,0,0,2,3,5,3,8,3,0
2022-05-15,1,1,0,0,12,3,0,0,0
2022-05-16,0,0,3,1,14,4,17,14,2
2022-05-17,0,14,11,1,41,7,21,5,6
2022-05-18,4,19,8,12,25,6,1,8,6
2022-05-19,0,0,2,0,35,9,23,32,12
2022-05-20,0,0,14,9,58,27,10,3,0
2022-05-21,0,0,5,0,6,1,4,4,0
2022-05-22,0,0,0,3,17,0,11,27,0
2022-05-23,0,1,5,0,10,3,3,1,0
2022-05-24,5,10,5,14,18,14,14,23,0
2022-05-25,0,0,4,10,32,7,16,14,5
2022-05-26,0,3,3,7,8,0,18,12,1
2022-05-27,5,0,6,16,43,6,33,67,34
2022-05-28,0,0,0,0,3,0,0,5,0
2022-05-29,0,5,0,1,4,4,5,4,4
2022-05-30,0,2,3,5,23,3,14,16,18
2022-05-31,3,4,5,10,27,9,48,14,23
2022-06-01,0,0,0,0,53,15,12,15,5
2022-06-02,0,1,5,3,14,0,7,7,5
2022-06-03,0,0,0,0,46,14,34,30,5
2022-06-04,0,1,5,0,11,1,10,6,0
2022-06-05,1,0,0,1,7,2,1,0,1
2022-06-06,0,2,2,3,19,7,9,14,0
2022-06-07,0,6,9,3,37,10,20,1,2
2022-06-08,0,4,8,7,28,11,5,3,8
2022-06-09,0,5,1,4,29,1,2,1,3
2022-06-10,2,7,9,5,17,11,38,14,3
2022-06-11,0,6,0,2,14,0,14,18,0
2022-06-12,0,0,0,3,7,3,13,7,0
2022-06-13,0,0,2,4,36,3,4,10,8
2022-06-14,0,4,5,18,27,11,3,22,10
2022-06-15,0,14,8,0,43,21,38,17,9
2022-06-16,0,0,7,4,58,13,7,12,5
2022-06-17,0,1,4,1,24,6,28,6,1
2022-06-18,0,0,1,0,2,0,1,0,0
2022-06-19,0,1,0,0,15,3,8,6,0
2022-06-20,0,10,2,2,9,1,26,6,0
2022-06-21,0,0,0,5,29,2,15,1,8
2022-06-22,0,3,0,0,20,2,7,10,8
2022-06-23,0,0,0,1,25,1,8,0,0
2022-06-24,1,0,0,1,8,2,2,6,3
2022-06-25,0,0,0,0,3,0,1,0,0
2022-06-26,0,2,0,0,15,2,13,1,2
2022-06-27,0,0,0,3,22,0,15,12,5
2022-06-28,0,5,4,16,140,17,47,0,1
2022-06-29,0,1,0,5,10,2,16,8,3
2022-06-30,6,1,6,20,43,5,30,29,15
2022-07-01,12,0,22,6,42,5,23,14,1
2022-07-02,0,0,0,0,0,2,5,0,2
2022-07-03,9,0,7,26,62,13,22,10,5
2022-07-04,0,2,1,5,6,3,16,5,4
2022-07-05,1,0,4,4,24,1,10,5,0
2022-07-06,0,6,1,7,45,9,28,13,6
2022-07-07,3,12,0,0,34,0,13,15,0
2022-07-08,0,0,5,9,13,4,10,14,7
2022-07-09,0,0,0,0,3,0,0,0,0
2022-07-10,0,0,7,4,25,13,9,11,0
2022-07-11,0,0,0,4,28,10,22,9,8
2022-07-12,0,0,0,4,11,3,13,1,0
2022-07-13,0,1,1,6,14,5,16,1,0
2022-07-14,0,5,8,13,25,6,13,3,1
2022-07-15,0,0,3,24,47,8,13,16,3
2022-07-16,0,0,0,2,21,3,17,16,6
2022-07-17,0,4,7,2,22,0,12,0,7
2022-07-18,0,0,5,2,18,3,16,9,0
2022-07-19,0,2,6,4,15,1,17,18,7
2022-07-20,7,0,0,2,32,5,13,18,14
2022-07-21,0,3,0,2,20,3,7,5,16
2022-07-22,0,0,3,0,26,0,12,11,4
2022-07-23,0,0,3,0,27,0,1,0,0
2022-07-24,0,0,4,0,8,0,4,0,0
2022-07-25,1,4,5,7,50,14,33,22,9
2022-07-26,1,17,33,3,68,8,70,29,16
2022-07-27,0,1,10,7,12,0,46,10,12
2022-07-28,10,7,1,0,26,5,30,14,13
2022-07-29,0,10,6,15,57,20,58,17,20
2022-07-30,0,0,1,0,13,6,3,6,0
2022-07-31,0,7,3,5,32,11,27,12,7
2022-08-01,0,16,10,12,46,15,24,27,1
2022-08-02,5,0,16,3,32,1,33,26,6
2022-08-03,0,13,9,14,38,2,40,16,15
2022-08-04,0,2,4,16,25,6,34,8,5
2022-08-05,0,9,3,15,55,16,47,39,6
2022-08-06,0,0,0,0,5,0,0,0,0
2022-08-07,0,5,10,3,26,5,18,4,4
2022-08-08,0,6,13,21,80,7,23,37,18
2022-08-09,1,5,7,20,41,16,47,46,12
2022-08-10,1,10,7,4,29,6,17,15,5
2022-08-11,3,8,6,6,54,4,15,6,16
2022-08-12,1,16,15,12,37,13,14,21,5
2022-08-13,0,0,0,3,42,15,3,3,2
2022-08-14,0,1,4,4,7,0,2,4,6
2022-08-15,2,11,2,9,42,1,23,16,15
2022-08-16,0,8,8,0,42,0,20,22,0
2022-08-17,6,1,1,6,21,5,23,9,0
2022-08-18,0,15,10,9,49,6,28,13,9
2022-08-19,0,0,34,39,51,49,14,15,1
2022-08-20,1,1,5,21,34,2,32,16,14
2022-08-21,0,7,6,14,32,1,30,12,1
2022-08-22,0,0,1,4,59,23,46,13,14
2022-08-23,0,0,4,5,37,3,43,8,5
2022-08-24,0,1,6,4,58,4,44,7,4
2022-08-25,0,7,1,5,21,1,7,39,10
2022-08-26,1,11,10,9,35,11,12,21,6
2022-08-27,0,0,0,3,2,0,4,0,2
2022-08-28,0,2,4,0,15,4,5,7,3
2022-08-29,1,2,8,25,33,6,23,19,19
2022-08-30,0,3,8,7,41,3,35,28,5
2022-08-31,0,12,0,11,27,1,10,18,10
2022-09-01,2,3,10,8,31,15,24,20,6
2022-09-02,1,2,3,1,19,5,11,7,5
2022-09-03,0,0,1,0,4,1,2,2,0
2022-09-04,0,3,6,0,14,3,2,5,9
2022-09-05,0,0,0,0,30,4,1,1,6
2022-09-06,0,0,1,2,21,1,9,4,9
2022-09-07,0,0,4,4,44,8,23,13,8
2022-09-08,0,5,6,0,22,1,14,0,0
2022-09-09,0,2,6,1,20,0,28,23,6
2022-09-10,0,0,0,0,9,0,0,2,0
2022-09-11,1,1,5,4,5,0,3,4,0
2022-09-12,0,3,3,3,17,1,13,2,2
2022-09-13,0,2,4,5,11,3,12,7,0
2022-09-14,0,0,1,1,8,0,11,6,1
2022-09-15,0,3,4,13,13,3,9,10,2
2022-09-16,0,0,1,3,25,5,7,8,0
2022-09-17,0,0,0,0,0,0,2,0,0
2022-09-18,0,2,5,0,25,3,13,7,9
2022-09-19,0,0,10,0,14,0,16,3,12
2022-09-20,0,0,8,1,9,8,6,4,4
2022-09-21,3,0,4,2,18,4,8,8,0
2022-09-22,0,3,1,0,11,5,13,8,1
2022-09-23,0,0,0,0,7,0,4,0,3
2022-09-24,0,1,0,0,2,2,2,0,0
2022-09-25,0,0,14,9,25,8,13,5,5
2022-09-26,0,1,5,0,17,3,18,4,11
2022-09-27,0,8,6,5,43,9,29,12,10
2022-09-28,0,2,16,10,39,4,9,5,0
2022-09-29,0,0,5,0,15,0,1,0,4
2022-09-30,1,1,0,6,11,4,27,9,9
2022-10-01,0,0,2,0,0,0,6,3,2
2022-10-02,0,1,0,0,5,3,2,7,0
2022-10-03,0,0,2,1,21,22,5,11,3
2022-10-04,0,0,0,4,12,0,16,19,4
2022-10-05,2,6,3,0,28,2,11,9,6
2022-10-06,0,5,0,5,6,1,2,2,1
2022-10-07,0,0,3,1,5,1,12,6,4
2022-10-08,0,0,1,2,33,9,13,4,9
2022-10-09,0,5,1,1,9,3,9,7,0
2022-10-10,6,1,12,7,39,14,25,10,8
2022-10-11,1,0,0,0,13,4,3,5,5
2022-10-12,0,0,1,5,6,8,7,10,0
2022-10-13,0,0,3,6,20,1,11,9,8
2022-10-14,1,3,0,14,23,1,15,21,9
2022-10-15,0,1,5,4,53,1,11,18,0
2022-10-16,0,1,2,1,18,2,11,9,3
2022-10-17,0,0,0,0,10,0,7,12,1
2022-10-18,0,0,6,10,26,4,23,10,0
2022-10-19,0,0,0,0,7,0,15,6,0
2022-10-20,1,1,1,0,2,3,7,4,1
2022-10-21,1,4,0,5,10,2,10,6,2
2022-10-22,0,0,0,1,2,0,4,1,0
2022-10-23,0,12,5,9,19,4,11,2,1
2022-10-24,0,0,0,0,8,2,7,0,10
2022-10-25,3,8,6,10,29,15,14,18,6
2022-10-26,0,0,0,0,2,0,0,1,0
2022-10-27,1,3,14,12,25,2,7,9,4
2022-10-28,3,1,5,4,15,7,19,11,1
2022-10-29,0,5,7,8,11,2,10,7,0
2022-10-30,1,0,1,0,10,6,7,3,4
2022-10-31,0,3,0,4,14,0,7,2,2
2022-11-01,3,5,1,7,28,0,12,9,0
2022-11-02,2,0,2,7,38,6,32,6,15
2022-11-03,0,3,0,0,8,5,6,1,0
2022-11-04,0,0,0,2,18,6,5,11,0
2022-11-05,0,0,1,1,12,0,10,2,3
2022-11-06,0,0,4,5,13,7,16,7,17
2022-11-07,0,0,0,0,3,6,12,2,3
2022-11-08,0,0,4,5,14,6,12,9,14
2022-11-09,0,1,3,0,3,4,3,10,0
2022-11-10,0,0,3,1,3,8,9,2,1
2022-11-11,0,3,9,2,25,12,17,8,0
2022-11-12,0,0,0,0,6,0,5,0,0
2022-11-13,0,1,2,0,23,8,10,7,5
2022-11-14,0,0,11,3,27,1,22,2,5
2022-11-15,0,0,1,1,14,4,13,6,2
2022-11-16,1,1,0,0,6,0,9,3,2
2022-11-17,0,0,11,1,21,11,14,14,11
2022-11-18,0,3,5,8,11,6,5,8,6
2022-11-19,0,2,7,1,15,1,8,9,1
2022-11-20,0,3,8,0,20,5,18,7,1
2022-11-21,0,6,0,0,19,0,8,5,2
2022-11-22,0,5,5,1,13,2,5,0,0
2022-11-23,0,1,1,0,16,1,10,2,3
2022-11-24,0,7,4,6,19,10,13,23,0
2022-11-25,4,0,5,5,18,0,24,4,6
2022-11-26,0,0,0,0,0,0,6,0,8
2022-11-27,0,0,1,6,7,5,8,5,3
2022-11-28,0,0,1,1,4,2,5,3,2
2022-11-29,0,4,2,3,27,6,8,3,10
2022-11-30,0,0,10,2,16,14,5,7,3
2022-12-01,0,0,2,1,11,0,8,9,2
2022-12-02,0,1,1,3,14,2,12,2,6
2022-12-03,0,0,0,0,25,1,12,16,0
2022-12-04,0,3,5,14,34,0,19,11,1
2022-12-05,0,4,0,7,41,6,5,5,13
2022-12-06,0,1,5,6,16,4,11,6,9
2022-12-07,0,0,5,0,24,4,28,6,10
2022-12-08,0,0,1,2,9,2,3,8,1
2022-12-09,0,1,2,8,17,3,5,8,6
2022-12-10,0,0,0,2,4,3,8,6,0
2022-12-11,0,6,40,26,39,6,14,4,5
2022-12-12,0,0,0,5,43,0,17,6,9
2022-12-13,2,2,0,2,6,10,8,0,3
2022-12-14,4,0,3,0,13,0,5,12,0
2022-12-15,0,2,10,3,28,5,12,16,9
2022-12-16,0,0,0,6,42,4,10,7,3
2022-12-17,0,0,8,2,6,7,3,8,4
2022-12-18,0,1,2,4,18,5,8,4,0
2022-12-19,0,2,0,5,1,0,2,0,3
2022-12-20,0,1,3,0,14,4,21,3,6
2022-12-21,0,3,1,3,30,6,15,14,11
2022-12-22,0,1,0,2,9,3,11,3,0
2022-12-23,0,5,9,0,20,6,6,3,0
2022-12-24,0,0,0,0,4,0,0,0,0
2022-12-25,0,0,1,0,21,4,17,8,2
2022-12-26,2,0,0,0,12,4,2,1,2
2022-12-27,0,2,6,4,25,6,22,12,2
2022-12-28,0,5,3,3,47,3,19,11,4
2022-12-29,0,0,6,0,4,1,4,6,8
2022-12-30,0,2,2,4,9,2,14,5,1
2022-12-31,0,0,3,0,6,0,3,2,0
2023-01-01,0,0,0,0,4,0,3,7,4
2023-01-02,1,4,3,0,32,6,46,11,5
2023-01-03,0,5,0,5,17,6,14,4,5
2023-01-04,5,2,13,15,42,8,26,18,15
2023-01-05,0,0,6,2,15,1,8,12,1
2023-01-06,0,2,10,7,18,7,21,16,6
2023-01-07,1,4,4,9,27,6,17,8,12
2023-01-08,3,8,19,2,42,4,36,29,7
2023-01-09,0,0,4,0,10,1,9,4,1
2023-01-10,0,0,4,4,18,1,12,8,3
2023-01-11,0,4,3,5,28,5,27,7,3
2023-01-12,0,4,0,2,12,6,3,0,0
2023-01-13,0,0,0,1,19,13,22,8,0
2023-01-14,0,1,0,4,10,1,4,4,0
2023-01-15,0,0,4,9,15,5,14,19,2
2023-01-16,5,11,13,1,26,0,24,19,0
2023-01-17,2,2,1,9,15,1,4,6,3
2023-01-18,0,0,4,6,40,8,15,11,11
2023-01-19,0,0,10,8,7,4,5,5,1
2023-01-20,0,0,2,1,18,2,2,7,4
2023-01-21,0,2,0,3,2,0,2,0,0
2023-01-22,0,0,7,6,21,2,13,14,0
2023-01-23,0,0,0,2,20,4,8,8,0
2023-01-24,0,2,0,0,12,0,1,11,0
2023-01-25,0,2,1,3,12,3,7,10,6
2023-01-26,0,0,0,2,13,0,8,2,0
2023-01-27,0,0,0,4,16,5,4,8,9
2023-01-28,0,4,4,5,12,3,2,3,0
2023-01-29,0,0,4,3,11,3,8,8,4
2023-01-30,0,2,6,6,19,0,4,16,3
2023-01-31,0,2,10,9,24,5,16,8,0
2023-02-01,0,0,1,0,14,3,9,6,1
2023-02-02,0,0,0,7,10,4,9,3,8
2023-02-03,0,1,6,0,6,1,4,11,10
2023-02-04,0,1,5,0,8,5,0,5,1
2023-02-05,0,3,3,1,21,6,11,10,3
2023-02-06,0,2,6,1,18,5,8,5,1
2023-02-07,0,4,4,1,21,3,18,4,2
2023-02-08,0,0,0,0,10,2,5,5,4
2023-02-09,0,0,2,0,15,1,6,5,1
2023-02-10,0,0,1,2,5,7,3,12,0
2023-02-11,0,0,0,0,0,0,0,0,0
2023-02-12,0,0,0,2,21,7,3,6,1
2023-02-13,0,0,0,0,11,0,2,0,4
2023-02-14,0,0,0,1,9,1,10,5,2
2023-02-15,0,1,3,1,9,0,5,0,0
2023-02-16,0,1,2,0,0,0,4,12,10
2023-02-17,0,0,7,2,15,0,15,0,0
2023-02-18,0,0,0,0,10,1,5,3,0
2023-02-19,0,5,8,6,21,9,12,17,2
2023-02-20,0,0,0,0,10,4,4,0,0
2023-02-21,0,3,1,4,18,8,20,6,0
2023-02-22,0,0,2,2,11,1,7,7,2
2023-02-23,0,0,0,0,5,4,9,8,0
2023-02-24,0,0,5,3,10,6,8,12,4
2023-02-25,0,1,0,0,2,0,7,5,0
2023-02-26,0,6,6,5,23,1,22,8,7
2023-02-27,0,0,0,0,22,2,7,2,2
2023-02-28,0,2,2,0,28,6,28,15,7
2023-03-01,0,0,2,2,15,1,17,18,10
2023-03-02,0,0,2,3,13,0,0,11,1
2023-03-03,0,6,1,0,15,4,6,7,7
2023-03-04,0,0,7,1,7,2,11,15,1
2023-03-05,0,0,1,0,11,0,6,7,15
2023-03-06,0,0,1,3,28,0,11,11,8
2023-03-07,0,0,2,14,35,3,18,8,3
2023-03-08,0,0,3,0,22,4,15,11,0
2023-03-09,0,0,2,7,8,0,8,1,0
2023-03-10,0,0,0,1,24,0,3,3,3
2023-03-11,0,0,0,0,4,0,0,0,0
2023-03-12,0,0,0,0,8,5,22,22,11
2023-03-13,3,3,3,0,9,6,9,6,0
2023-03-14,0,0,6,7,11,0,6,11,0
2023-03-15,0,1,3,4,14,4,11,2,1
2023-03-16,0,2,0,1,14,4,6,4,3
2023-03-17,1,1,3,0,30,3,14,7,4
2023-03-18,0,0,0,0,3,0,3,3,0
2023-03-19,0,4,2,4,20,4,31,14,0
2023-03-20,0,0,0,2,15,3,8,9,0
2023-03-21,0,0,1,1,33,7,27,1,14
2023-03-22,0,0,2,0,14,1,3,5,2
2023-03-23,2,1,4,3,6,0,2,6,1
2023-03-24,0,0,5,2,11,3,11,7,2
2023-03-25,0,0,6,7,7,1,3,1,12
2023-03-26,0,1,4,1,28,0,5,15,1
2023-03-27,0,2,7,4,8,4,10,6,0
2023-03-28,0,0,0,0,20,0,15,6,4
2023-03-29,0,3,4,0,22,0,13,0,2
2023-03-30,0,3,9,6,9,0,6,5,2
2023-03-31,0,1,7,4,14,2,8,9,2
2023-04-01,0,0,0,0,3,0,8,5,5
2023-04-02,0,1,3,1,5,2,14,9,5
